Feed,Sentiment
 و+ الله  حرام  تكاليف  زواج  و+ مهر  و+ اخره +ها طلاق  ب+ سبب  شي  تافه +ه,Negative
 و+ الله  حرام  و+ الله  موتوا +ه ل+ شعب  ال+ اردني  من  و+ ين  بدنا  نجيب  الكو  من  و+ ين  يا  الله  ارحمو  من  في  ال+ ارض  يرحم +كم من  في  ال+ سماء  الله  حرام,Negative
 و+ الله  حرام  يعني  ما  يدرون  ان +هم مصخره,Negative
 و+ الله  حرق  ل+ اخوات  ال+ كلب,Negative
 و+ الله  رفعتوا  راس +نا يا  شباب  الله  يقوي +كم,Positive
 و+ الله  شكك +ني في  ال+ برنامج  ان +ه سوبر  ستار  او  برنامج  كوميدي,Negative
 و+ الله  شوي  وتجيني  جلطه  ل+ ما  ماطلعت  ال+ اولي  ذيك  ال+ مره,Negative
 و+ الله  شويه  عبط  الي  بيغنو  و+ ال+ حكام  كمان,Negative
 و+ الله  ظلموه  لجن +ه ال+ طراطير,Negative
 و+ الله  عاهات,Negative
 و+ الله  علي  بال +ي مجنون,Negative
 و+ الله  عيب  بهدلتو  حال +كم,Negative
 و+ الله  قررات  من  دلواتي  يا  مصطفي  بس  انا  عاز  راي +ك في  حاجات  كتير,Positive
 و+ الله  كذب  من  سوبر  ستار  ال+ قذر  هذا,Negative
 و+ الله  لو  ان +ه فايز  ب+ عرب  ايدول  او  من  هل  برامج  ال+ فارطه  غير  تلاقي  اضعاف  هذا  ال+ عدد  ياعمي  شعب  ب+ حب  ال+ سح  اندح,Negative
 و+ الله  لو  طلبوا  مين  ال+ لي  عندو  قلب  قوي  ?  ?  ?  متر  ل+ ال+ جري  مايتقدم  و+ لا  حمار  عربي,Negative
 و+ الله  لو  يجمعون +هم علي  شاطء  ال+ بحر  ال+ ميت  و+ يخلون +هم يصرخون  علي  ال+ يهود  و+ ل+ مد +ه 30  ثانيه  ليهربون  ل+ قبرص  عن  طريق  ال+ بحر  سباح +ه,Negative
 و+ الله  ما  في  اشي  مزعلني  الا  ان +ه اسم +ه محمد,Negative
 و+ الله  ما  يحرر  عزبت  ب+ نقالي +ه,Negative
 و+ الله  مش  طبيعي  حرام  الله  غير  تنتشر  ال+ سرقه  ال+ نهب  خرب  ال+ امان  ال+ نشور,Negative
 و+ الله  مش  عارف +ه شو  بدنا  نسوي  نشحد  مثلا,Negative
 و+ الله  نحن  مو  ناقصنا  وجع  قلب  بس  ضايل  علي +نا ال+ نووي  و  صحه  ال+ بشر  مش  برضو  خطي +ه ال+ مسءولين  ?  خلص  ما  عاد  في  شي  فارق  و+ الله  عحب,Negative
 و+ الله  نفس +ي بس  ال+ واحد  بيجي  علي +ه فترات  ينسي  يعمل  ايه  ب+ جد,Positive
 و+ الله  نوفي  صح  لسان +ك,Negative
 و+ الله  هبل  في  هبل,Negative
 و+ الله  هذا  الي  حصل  معي +نا و+ مع  ناس  كثير +ه بدل  حب  ال+ حرام  ب+ حب  ال+ حلال  يبدل  الله  كيان +ك,Positive
 و+ ال+ مصحف  عاهات,Negative
 و+ ال+ نعم  و+ ال+ اخلاق  و+ ال+ نعم  و+ ال+ صداقه  و+ ال+ نعم  ال+ اخوه,Positive
 و+ ان  مدحت +ك ب+ ال+ قصاءد  ماوفيت,Positive
 و+ انا  100  %  بس  شكل +ها هاي  مو  مدرسه,Negative
 و+ انا  مع  انو  ال+ طاقه  ال+ شمسيه  هي  ال+ بديل,Negative
 و+ انا  من  ال+ ناس  ال+ لي  فعلا  محتاجين  يحاسبوا  نفس +هم ويصلحو  من  نفس +هم ان +نا عارفين  ان +ه لا  ملجا  ل +نا الا +لا ل+ الله,Positive
 و+ انت  اسكت  لا  تتحطم,Negative
 و+ اي  ناس  فاظيين  صج  عاهات,Negative
 و+ بعدين  تري  مالقت  دعم,Negative
 و+ ب+ كل  تبلد  اعترف  ل +كم ب+ ان +ي اقل  نساء  ال+ ارض  صبرا,Negative
 وجعتو  راس +ي,Negative
 و+ جعل +نا من  ال+ ماء  كل  شيء  حي,Positive
 وجه  ال+ فطيره  قبل  تعيب  ال+ ناس  انظر  الي  حال +ك,Negative
 وجه  حسن  و+ ضحك +ه تفتح  ال+ نفس  و+ عيون  خلاب +ه,Positive
 وجه +ك مش  ال +ك,Negative
 ودي  اكسر  الابتوب  علي  راس +ه,Negative
 و+ ذلك  ل+ يذوقوا  ايران  و+ سوريا  و+ شيعه +هم و+ ب+ ال  امر +هم,Negative
 و+ ربي  عاهات  @@مستعصيه@@ +ه,Negative
 و+ ربي  كلبه +ي جات  جلست  عند +ي اول  ما  فتحت  هالفيديو  و+ يوم  خلص  التفت  ل +ها الا  و+ الاقي +ها نايمه,Negative
 وزير  ال+ تعليم  ال+ عالي  :  لا  زياده  ل+ ال+ دعم  ال+ مالي  ل+ ال+ جامعات  خلال  ال+ سنوات  ال+ ثلاث  ال+ مقبله,Negative
 و+ سبب  ب+ رفع +ه ضغط +ك,Negative
 وسدءيني  انكو  كلاب,Negative
 وش  ال+ تخلف  هذا,Negative
 وش  جاب +ني هنا  ثقيلين  دم,Negative
 وش  في +ك معصب  خلاص  بعطيك  اللايك  الي  جاني  خ,Negative
 وش  هالتحف  و+ الله  مساكين  ماكلين  مقلب  ب+ قوه,Negative
 وش  يحسون  في +ه يع,Negative
 وش  يحسون  في +ه ناس  مهبل,Negative
" و+ عجلت  الي +ك ربي  ل+ ترضي  :  كن  ك+ ال+ مطر  ,  اذا  اقبل  استبشر  ال+ ناس  ب +ه و+ اذا  حط  نفع +هم ,  و+ اذا  رحل  ترك  اثرا  نافعا  في +هم و+ اذا  غاب  اشتاقوا  الي +ه .",Positive
 و+ عرض  اختي  ان +ك لاسع  يادمن  عساس  لو  بد +ها تضرب  من  هس +ه خايفه  من +ك,Negative
 و+ علي  الله  قصد  ال+ سبيل,Positive
 وقف  قلبو  ل+ حسن  ال+ شافعي,Negative
 وقعنا  و+ لا  ما  وقعنا  يللي  بد +هم يعملوا +ه بيعملوه,Negative
 و+ لا  انا  صوره +ي كذا  اجي  اهبال  هوو,Negative
 و+ لا  ب+ قلو  بيض +ه,Negative
 و+ لا  تنسو  تبسم +ك في  وجه  اخ +ك صدق +ه,Positive
 و+ لا  جورج  في  ال+ زمنات  بس  حرام  يفضحوا +هم,Negative
 و+ لا  خير  في  امر  كرهت  ان  يطلع  علي +ه ال+ ناس,Negative
 و+ لا  شكل  و+ لا  صوت  منين  جايبينهم  هالكاءنات  ال+ غريبه  اه  يا  بطن +ي بس,Negative
 و+ لا  مستحيل  يطلع  واحد  يفشل  نفس +ه كذا,Negative
 ولي +ه امر +ك ال+ وهابيين  يكرعون  ال+ خمر  والسديقي  كرعا  ب+ ال+ سر  و+ ال+ علن  دون  تطبيق  ال+ حدود  علي +هم,Negative
 و+ ل +ك تفييه  علي +ك,Negative
 و+ ل +ك واحد  ك+ ندر +ه,Negative
 و+ لكن  كيف  ان  ال+ مفاعل  ال+ نووي  غير  مضر  ب+ ال+ بيءه  فهم +ني ?  ?,Negative
 و+ ل+ كوم  ما  نحن  ميتين  من  دون  هالوسطه,Negative
 و+ لو  هو  انسان  و+ عند +ه احاسيس  ممكن  من  هالموقف  ال+ لي  ال+ كل  يشوف +ه يتعقد  هالانسان  من  حياه +ه كل +ها,Negative
 و+ ماذا  عن  ال+ تفاءل  في  يوم  ربيع +ي جميل  نحقق  ب +ه ال+ امال  ال+ طوال,Positive
 و+ من  احسن  قولاممن  دعالي  و+ عمل  صالحاووقال  ان +ي من  ال+ مسلمين,Positive
 و+ من  خسء  ال+ شيعه  اخوان  ال+ قرده  ال+ خنازير,Negative
 و+ من  منطلق  ال+ مسءوليه  ال+ تاريخيه  ل+ ال+ هاشميين  تجاه  ال+ مقدسات  ياتي  اهتمام  ال+ هاشميين  ب+ ال+ قدس  و+ مقدسات +ها,Positive
 و+ نشوف  اغلي  ال+ احبه  في  ال+ روضه  ال+ رحيبه,Positive
 و+ نعم  ب+ الله  ال+ علي  ال+ عظيم  و+ نعم  ب+ الله  عزوجل,Positive
 و+ نعم  ب+ الله  من  اختار  قرب  الله  ف+ ما  خاب  ابدا  الله  علي  دي  راح +ه ود +ه شعور  ال+ حمد  لل,Positive
 وهابي  تاج  راس +ك يا  ال+ لي  تاكل  من  وري +ك اذا  في  ال+ وهابيه  شء  مخالف  ل+ كتاب  الله  سن +ه نبيه  اذكر +ه لا  تكون  ك+ ال+ ببغاء  تردد  خلف  ال+ ناعقين  ل+ تثبت  ان +ك علي  ال+ صراط  انت  في  هوه  ال+ خراب  طنت  من  طنوت  سوريا,Negative
 وهابي  عفن  و+ مكبوت  تفكير +ك محصور  بين  فخذي +ك فقط  ل+ اغير  ال+ جنه  اللتي  س+ تدخل +ها انت  لا  اريد  دخول +ها جهنم  اشرفلي  و+ اهون  علي  من  ان  اكون  مع  احد  الوهابين  ال+ منحطين  ل+ واطيي  ال+ اطفال,Negative
 و+ هاد  ال+ لي  بخبص  حك +ي ملوش  مع +نا ابن  مين  هاد,Negative
 وهاي  ال+ مضروبه  جايخه  علي  و+ ين,Negative
 و+ هذه  من  اكبر  ال+ مشاكل  التي  تءرق  ال+ شباب  في  هذه  ال+ ايام,Positive
 وياريت  بتظبط  ال+ كذب  ماوش  رجلي,Positive
 ويحطمو  رءوس +هم ب+ ارجل +هم,Negative
 و+ ين  القنا +ه ال+ تافه  الي  تعرض  هذول  ال+ معاتيه  صحيح  نحن  في  انحطاط,Negative
 و+ ين  ال+ ماء  كل  يوم  المي +ه مقطوع +ه,Negative
 و+ ين  بد +هم يروحو  يعني  خالص +ه,Negative
 يا  اخوان  انتبهوا  الي  ان +ه اكثر  ال+ مشتركين  المايعين  من  لبنان  او  سوريا  و+ هذا  حال +هم لان  تركوا  مل +ه ال+ اسلام  و+ تبعوا  الميوع  مع  ال+ شيطان,Negative
 يا  اخوان  نحن  قرف +نا,Negative
 يا  اخ +ي اطلع  في  صوره +ك ب+ ال+ مرايه  و+ شوف  اداء +ك هوه  اداء  فني  +  صوت  مناسب  قبل  لا  تفضح  حال +ك في  هيك  برامج  تافه +ه,Negative
 يا  اخ +ي و+ ين  ما  تروح  ب+ ال+ اردن  تخطي  مناطق  ال+ شخصيات  ال+ مهمه  ب+ ال+ بلد  ال+ باقي  كل +ه مكره +ه صحيه,Negative
 يا  ارحم  الراحمين  يا  الله,Positive
 يا  الله  ارحم  عبد +ك ال+ فقير  ال+ مسكين  و+ جميع  ال+ مسلمين  و+ ال+ مسلمات,Positive
 يا  الله  استجب  دعاءي  يالله  مادكيت  باب +ك يوم  ورحعتني  خالي +ه ال+ وفاض,Positive
 يا  الله  عالمواساه  يرحم  ايام  زمان,Positive
 يا  الله  كلام +ك بلسم,Positive
 يا  الله  ما  احلا +ه من  خبر  و+ الله  فرحتوني,Positive
 يا  تري  ال+ حكومه  بد +ها تزيد  دعم  ال+ مواطن  الي  الله  يكون  في  عون +ه,Negative
 يا  حبيبي  هاي  صار  ل+ ال+ رجال  تنانير  ?  تفي  هيك  رجال +ه,Negative
 يا  خساره  عليكو  يا  شباب  ال+ مستقبل,Negative
 يا  رب  اجعلنا  من  ال+ صالحين,Positive
 يا  رب  ارزقنا  ال+ فرح  و+ ال+ سعاده,Positive
 يا  رب  اريد  تجديد  ايمان +ي ساعد +ني,Positive
 يا  رب  استجب  دعاء +نا و+ انصر  اهل +نا في  سوريا,Positive
 يا  رب  اسعد  قلب +ي و  قرب  ل +ي ال+ خير,Positive
 يا  رب  اللهم  اجعلني  خير  من +ما يظنون  اغفر  ل +ي ما  لا  يعلمون,Positive
" يا  رب  ان  امسيت  ب+ حزن  ف+ اصبح +ني ب+ فرح  ,  و  ان  نمت  علي  ضيق  ف+ ايقظ +ني علي  فرج  و  ان  كنت  ب+ حاج +ه ف+ لا  تكل +ني الا +لا ل+ سوي +ك",Positive
 يا  رب  بنات +نا شباب +نا كل +هم يستطيعوا  ال+ عمل  ب+ هذه  ال+ نصيحه  يا  ريتا  كل +نا نتذكر  ان +نا كل +نا دعا +ه ل+ ال+ اسلام  ب+ اخلاقيه +نا ال+ صفات  ال+ حسنه,Positive
 يا  رب  خد  بيد +نا يا  جبر +نا يا  جبار  ال+ سموات  و+ ال+ ارض,Positive
 يا  رب  رضي +نا ام +نا صدق +نا ف+ ارضي +نا ب+ رضا +ك عن +نا اجبر  كسر  قلوب +نا هون  علي +نا,Positive
 يا  رب  قويني  علي  نفس +ي يا  رب  تقبل  من +نا الله,Positive
 يا  رب  نستغفر +ك و+ نتوب  الي +ك يا  رب  ما  ل +نا سوي +ك,Positive
 يا  رب  يا  خير  الرازقين  ارزق  اهل  سوريا  جميع  ال+ مسلمين  ال+ نصر  ال+ ثبات  ال+ تقوي,Positive
 يا  رب  يكرم +نا ب+ اولاد +نا انا  داءما  بشجع  ابن +ي ان  يكون  ك+ ال+ جبل  الذي  لا  تهز +ه ال+ رياح  ال+ عاتيه,Positive
 يا  ربي  شو  هالولد  الله  مجنون  مبيستحييش  متاكدين  انو  مغربي,Negative
 يا  رب +ي هذا  مستحيل  يكون  كاءن  بشري,Negative
 يا  ريت  لو  يعملوا  دورات  قبل  ال+ زواج,Positive
 يا  ريه +ك ما  كبرت,Negative
 يا  سلام  علي  ال+ وفاء  ال+ لي  اتفقد  في  عصر +نا و+ يا  حسرتا +ه علي  ال+ حب  الذي  بات  مجرد  كلمات,Positive
 يا  سلام  ما  احلي  ان  يواسي  ال+ مسلم  اخا +ه هذه  هي  اخلاق  ال+ اسلام,Positive
 يا  سيد +ي هدول  عاهات  و+ ل+ الله  يعني  في +ك تسحب  علي +هم قرض  من  ال+ بنك  كون +هم عاهات,Negative
 يا  طيب  صباح +ك كل  خيرات,Positive
 يا  طيب +ه ال+ خير  جينا  يا  طيب +ه ب+ ال+ روح  افتدينا,Positive
 يا  ظالم  ال +ك يوم +ك,Negative
 يا  عطاء  يامنان  يا  اكرم  ال+ اكرمين,Positive
 يا  عن +ي علي  ذكر +ك شكر +ك حسن  عباده +ك,Positive
 يا  غبي  كوادر  ال+ اخوان  ال+ مسلمين  في  كل  بقع +ه من  هالارض,Negative
 يا  فضيحه +ك يا  لبنان  بهي +ك عالم  اما  هيدا  سكت  ان +ي و+ ل +ك دخيل  الله  خليك  ساكت,Negative
 يا  لطيف  الله  يلطف  في +نا يصلح +نا ظاهر  باطن,Positive
 يا  ل+ الله  ارحم  احبه +ي و  شافيهم  و+ عافي +هم و+ اعف  عن +هم,Positive
 يا  مصلح  ال+ قلوب  اصلح  احوال +نا يا  مسهل  يا  رب,Positive
 يا  مقلب  ال+ قلوب  ثبت  قلوب +نا علي  ال+ اسلام,Positive
 يا  مقلب  ال+ قلوب  و+ ال+ ابصار  ثبت  قلب +ي علي  دين +ك,Positive
 يا  من  يرزق  ال+ نعاب  في  عش +ه هيء  ل +نا مقادير,Positive
 يا  هيك  ال+ اكل  يا  بلا  لش  الحكي,Positive
 ياجماعه  يقولون  بشار  ال+ اسد  مات,Negative
 ياخساره  ال+ عروبه  في +ك,Negative
 ياخي  برنامج  س+ امج  ساذج,Negative
 يارب  اجعلني  من  ال+ صالحين,Positive
 يارب  اجمع  امه +ك علي  دين +ك يارب  و+ شت  اعداء  ال+ دين,Positive
 يارب  احمي +نا من  شرور  انفس +نا و+ سي  ءات  اعمال +نا,Positive
 يارب  اخرجنا  من  ذل  ال+ معصيه  الي  عز  ال+ طاعه,Positive
 يارب  ارزق  ال+ عزيمه  ل+ اتخاذ  ال+ قرار  و+ يا  رب  اخلفنا  خيرا  من +ه,Positive
 يارب  اعنا  علي  ترك  ال+ معاصي  ماحيينا,Positive
 يارب  اعين +ي علي  دكرك  و+ شكر +ك و+ حسن  عباده +ك,Positive
 يارب  اغفر  ل +ي ذنبي  وارزقني  حب +ك هو  رب +نا ممكن  يكره  حد  لو  فضل  يكرر  ذنب +ه بعد  ال+ استغفار,Positive
 يارب  انت  المستعان  ف+ اعنا  واهدنا  يارب  ال+ كون  اجمع  استجب,Positive
 يارب  اهدنا  و+ قوي  عزيمتا  الي  ما  تحب  و+ ترضي,Positive
 يارب  اهدي  بنات  و+ شباب  ال+ مسلمين  الي  ما  يرضي +ك عن +هم و+ كفي +هم شر  فتن  ال+ دنيا  و+ ال+ اخره,Positive
